Title,Short Description,Images,Link,Paragraphs,Rating,Ideal Duration,Best Time
11. Trincomalee,"The quaint city of Trincomalee, also famously known as ‘Gokarna’, is nestled on the northeastern coast of Sri Lanka. It is a city steeped in history, blessed with natural beauty, and vibrant with cultural diversity. Whether looking to relax on the beach, explore cultural sites or swim with Turtles o...","images/11. Trincomalee/0.jpg, images/11. Trincomalee/1.jpg, images/11. Trincomalee/2.jpg, images/11. Trincomalee/3.jpg, images/11. Trincomalee/4.jpg",https://www.holidify.com/places/trincomalee/,"The quaint city of Trincomalee, also famously known as ‘Gokarna’, is nestled on the northeastern coast of Sri Lanka. It is a city steeped in history, blessed with natural beauty, and vibrant with cultural diversity. Whether looking to relax on the beach, explore cultural sites or swim with Turtles on Pigeon Island, Trinco is your ideal holiday destination. Trincomalee's cultural tapestry is rich and diverse, reflecting its centuries-old heritage. You can explore ancient temples, such as the Koneswaram Kovil, a Hindu temple perched atop Swami Rock with breathtaking views of the ocean, or the Seruvila Mangala Raja Maha Viharaya, a revered Buddhist temple nestled amidst lush greenery. One of the city's most iconic landmarks is its natural harbor, one of the largest and deepest in the world. Beyond its historical and cultural attractions, Trincomalee is renowned for its pristine beaches and crystal-clear waters. Nilaveli Beach, just north of the city, is famed for its powdery white sands and shallow turquoise waters, ideal for swimming, snorkeling, and diving. Pigeon Island National Park, a short boat ride away, offers stunning coral reefs teeming with marine life, making it a paradise for underwater enthusiasts. Trincomalee is also a haven for wildlife enthusiasts, with nearby nature reserves providing sanctuary to a diverse array of flora and fauna. The nearby Kanniya Hot Springs, with its natural thermal waters, offers visitors a chance to relax and rejuvenate amidst tranquil surroundings. Read More",4.2/5,Ideal duration:1 -2 Days,Best Time:December - March
12. Jaffna,"Jaffna is probably Sri Lanka's most historical city located at the northern tip on the country and the city from time to time had been passed under the rule of various kingdoms, governments and the armies. Unlike the country’s southern parts which are more influenced and in a way controlled by the B...","images/12. Jaffna/0.jpg, images/12. Jaffna/1.jpg, images/12. Jaffna/2.jpg, images/12. Jaffna/3.jpg, images/12. Jaffna/4.jpg",https://www.holidify.com/places/jaffna/,"Jaffna is probably Sri Lanka's most historical city located at the northern tip on the country and the city from time to time had been passed under the rule of various kingdoms, governments and the armies. Unlike the country’s southern parts which are more influenced and in a way controlled by the Buddhist and the Sinhalese, the northern realms including Jaffna have a strong influence of the Tamil and the Hindu cultures. Historically, it was the centre of the LTTE power struggle to capture the city in 1995 which resulted in the devastating Battle of Jaffna. The city has been through a lot, but still today it flourishes as one of the industrial cities of the country of Sri Lanka. The town of Jaffna’s main revenues are from tourism and the port business. The city, due to being under the rule of various kingdoms and governments has several monuments for its visitors, each reciting a different yet alluring tale. Some of its monuments include the Jaffna Fort, the Jaffna public library, Jaffna Palace ruins, the Nallur Kandaswamy temple and much more. Read More",5.0/5,Ideal duration:2-3 days,Best Time:December - March
13. Anuradhapura,"Anuradhapura, an ancient city nestled in the heart of Sri Lanka's North Central Province, stands as a living testament to the island's rich cultural and historical legacy. Revered as one of the oldest continuously inhabited cities in the world, Anuradhapura served as the capital of Sri Lanka for ove...","images/13. Anuradhapura/0.jpg, images/13. Anuradhapura/1.jpg, images/13. Anuradhapura/2.jpg, images/13. Anuradhapura/3.jpg, images/13. Anuradhapura/4.jpg",https://www.holidify.com/places/anuradhapura/,"Anuradhapura, an ancient city nestled in the heart of Sri Lanka's North Central Province, stands as a living testament to the island's rich cultural and historical legacy. Revered as one of the oldest continuously inhabited cities in the world, Anuradhapura served as the capital of Sri Lanka for over a millennium, bearing witness to the rise and fall of several ancient kingdoms. It is known for its vast dagobas or brick stupas, ancient ponds and pools, and magnificent temples. Anuradhapura is not just historically important but also religiously significant, being a center of Buddhist pilgrimage and learning. The city's UNESCO World Heritage-listed Sacred City sprawls across an expansive area, offering visitors a captivating glimpse into ancient Sri Lanka's grandeur. Towering stupas, intricately carved monoliths, remnants of palaces, and colossal reservoirs speak volumes about the advanced civilization that thrived here centuries ago. At the heart of Anuradhapura's allure lies its spiritual significance. The city embraces the Sri Maha Bodhi, a revered fig tree believed to have sprouted from a cutting of the Bodhi tree in India, under which Lord Buddha attained enlightenment. This sacred tree, enclosed within a serene garden, draws pilgrims and tourists alike, fostering an atmosphere of tranquility and reverence. Authentic Buddhist traditions, archaeological ruins, lavish palaces, traditional monasteries, and informative museums define the grandeur of Anuradhapura. Even though it is a large town, Anuradhapura gives the feel of being in a village. With its well-preserved cultural sites, ponds, and monuments, Anuradhapura is a well-established tourist attraction in Sri Lanka. Tourists visit this town for a rejuvenating getaway, to seek peace, and to satiate their inquisitiveness. Read More",4.2/5,Ideal duration:2 days,Best Time:December - March
14. Horton Plains National Park,"Horton Plains National Park, located in the central highlands of Sri Lanka, is a UNESCO World Heritage Site renowned for its unique biodiversity, stunning landscapes, and iconic attractions. Spanning over 31 square kilometers, the park is characterized by rolling grasslands, misty forests, and ...","images/14. Horton Plains National Park/0.jpg, images/14. Horton Plains National Park/1.jpg, images/14. Horton Plains National Park/2.jpg, images/14. Horton Plains National Park/3.jpg, images/14. Horton Plains National Park/4.jpg",https://www.holidify.com/places/horton-plains-national-park/,"Horton Plains National Park, located in the central highlands of Sri Lanka, is a UNESCO World Heritage Site renowned for its unique biodiversity, stunning landscapes, and iconic attractions. Spanning over 31 square kilometers, the park is characterized by rolling grasslands, misty forests, and breathtaking viewpoints that offer panoramic views of the surrounding countryside. One of the most iconic features of Horton Plains is World's End, a sheer cliff that drops 880 meters (2,890 feet) into the valley below, offering visitors a dizzying view of the plains and distant mountains. The viewpoint is especially popular at sunrise when the mist lifts to reveal the stunning scenery below. During the hike, a popular stop is the multi-tiered, 20-metre-tall Baker’s Waterfall, where you can swim during monsoon. Horton Plains is also home to a variety of wildlife, including sambar deer, purple-faced langurs, wild boar, and many species of birds. Birdwatchers flock to Horton Plains to spot elusive species such as the Sri Lanka whistling thrush, yellow-eared bulbul, and Sri Lanka wood pigeon amidst the park's diverse habitats. Horton Plains National Park offers several hiking trails that cater to different fitness levels and interests. The most popular trail is the circular route that takes visitors past World's End, Baker's Falls, and through scenic grasslands and forests. Due to its high elevation, Horton Plains National Park experiences cooler temperatures compared to the surrounding lowlands, and mist and fog are common, especially in the early morning and late afternoon. You are required to obtain a permit from the park entrance before entering, and guided tours are available. Overall, Horton Plains National Park offers a truly immersive and unforgettable experience for nature lovers, hikers, and wildlife enthusiasts, showcasing the stunning beauty and biodiversity of Sri Lanka's central highlands. Read More",4.6/5,Ideal duration:1-2 days,Best Time:December - March
15. Weligama,"Weligama, located along Sri Lanka's southern coast, is a charming coastal town renowned for its picturesque beaches, vibrant surfing scene, and rich cultural heritage. The name ""Weligama"" translates to ""sandy village,"" which perfectly reflects the town's idyllic setting along a stretch of golden san...","images/15. Weligama/0.jpg, images/15. Weligama/1.jpg, images/15. Weligama/2.jpg, images/15. Weligama/3.jpg, images/15. Weligama/4.jpg",https://www.holidify.com/places/weligama/,"Weligama, located along Sri Lanka's southern coast, is a charming coastal town renowned for its picturesque beaches, vibrant surfing scene, and rich cultural heritage. The name ""Weligama"" translates to ""sandy village,"" which perfectly reflects the town's idyllic setting along a stretch of golden sand that extends for miles along the coastline. One of Weligama's main attractions is its stunning beaches, which offer pristine shores, clear turquoise waters, and ample opportunities for swimming, sunbathing, and water sports. Weligama Beach is famous among surfers and families with children. Weligama is also famous for its stilt fishermen, who can often be seen perched on wooden poles planted in the shallow waters just offshore. This traditional method of fishing has been practiced in Sri Lanka for generations and serves as a fascinating cultural spectacle to witness. In addition to its natural beauty, Weligama boasts a rich cultural heritage with historical landmarks and architectural gems. The town is home to ancient Buddhist temples, such as the Taprobane Island Temple, which is accessible by a short boat ride and offers panoramic views of the coastline. For those seeking adventure and exploration, Weligama serves as an ideal base for excursions to nearby attractions such as the historic city of Galle , the lush tea plantations of Ella , and the wildlife-rich Yala National Park . With its blend of natural beauty, cultural charm, and adventurous spirit, Weligama offers a quintessential Sri Lankan experience. Read More",4.3/5,Ideal duration:1 - 2 Days,Best Time:December - March
16. Adam's Peak,"As one of the most famous pilgrimage sites in the Indian subcontinent, Adam’s Peak is a 7,359 feet tall mountain in Sri Lanka, frequently visited by people of almost all major religions. It is widely known for Sri Pada, a foot-shaped indentation at the summit of the pyramid-like mountain. Also calle...","images/16. Adam's Peak/0.jpg, images/16. Adam's Peak/1.jpg",https://www.holidify.com/places/adams-peak/,"As one of the most famous pilgrimage sites in the Indian subcontinent, Adam’s Peak is a 7,359 feet tall mountain in Sri Lanka, frequently visited by people of almost all major religions. It is widely known for Sri Pada, a foot-shaped indentation at the summit of the pyramid-like mountain. Also called the sacred footprint, the Buddhists believe that it is the footprint of Lord Buddha, the Hindus as that of Shiva, the Muslims as Adam’s, and the Christians as that of St. Thomas the Apostle. After completing the ascent, pilgrims offer prayers at a shrine that sits atop the mountain. Apart from the legends surrounding the holy site, Adam’s Peak offers enchanting views of the sunrise. Any of the six trails, and a flight of more than 5000 steps, lead to the mountain peak. As one is reaching the summit, the steps gradually become steeper. Most visitors, irrespective of age and fitness levels, complete the hike in an average duration of two to four hours. An area of religious significance, a moderate challenge for enthusiastic hikers, and breathtaking scenery all around— Adam’s Peak is one of the must-see sights on a trip to Sri Lanka. Read More",4.1/5,Ideal duration:1-2 days,Best Time:December - March
17. Udawalawe National Park,"Udawalawe National Park is a stunning sanctuary renowned for its diverse wildlife and picturesque landscapes, located in the southern part of Sri Lanka. Covering an area of over 30,000 hectares, Udawalawe is best known for its large population of Asian elephants. The park provides a natural habitat ...","images/17. Udawalawe National Park/0.jpg, images/17. Udawalawe National Park/1.jpg, images/17. Udawalawe National Park/2.jpg, images/17. Udawalawe National Park/3.jpg",https://www.holidify.com/places/udawalawe-national-park/,"Udawalawe National Park is a stunning sanctuary renowned for its diverse wildlife and picturesque landscapes, located in the southern part of Sri Lanka. Covering an area of over 30,000 hectares, Udawalawe is best known for its large population of Asian elephants. The park provides a natural habitat for these majestic creatures, offering visitors the opportunity to observe them in their natural environment. Jeep safaris are a popular way to explore the park, allowing visitors to venture deep into the wilderness and encounter elephants, along with other wildlife such as buffalo, deer, monkeys, and a variety of bird species. In addition to wildlife safaris, Udawalawe National Park offers other activities such as birdwatching, nature walks, and camping experiences. The landscape of Udawalawe National Park is diverse, comprising grasslands, forests, and wetlands, all of which provide ideal habitats for different species of animals and plants. The centerpiece of the park is the Udawalawe Reservoir, which not only serves as a vital water source for the wildlife but also adds to the scenic beauty of the surroundings. Udawalawe National Park is easily accessible from various parts of Sri Lanka, including the popular tourist destinations of Kandy and Ella. The park is located approximately 165 kilometers southeast of Colombo, Sri Lanka's capital, and can be reached by road in about four hours. While Udawalawe itself is not a large town, several accommodation options are available near the park to suit different budgets and preferences. You can choose from eco-lodges, safari camps, guesthouses, and resorts located near the park, offering comfortable lodging and easy access to wildlife experiences. Whether you're a nature lover, a wildlife enthusiast, or simply seeking a tranquil escape into the wilderness, a visit to Udawalawe promises an unforgettable adventure. Read More",4.2/5,Ideal duration:1-2 days,Best Time:December - March
18. Nuwara Eliya,"Nuwara Eliya is Sri Lanka's hill station famed for its tea production. With a multitude of gorgeous attractions ranging from waterfalls and tea plantations to gardens and lakes, Nuwara Eliya is the epitome of scenic beauty. Add to that the colonial-style buildings dotting the area, a golf course and...","images/18. Nuwara Eliya/0.jpg, images/18. Nuwara Eliya/1.jpg, images/18. Nuwara Eliya/2.jpg, images/18. Nuwara Eliya/3.jpg, images/18. Nuwara Eliya/4.jpg",https://www.holidify.com/places/nuwara-eliya/,"Nuwara Eliya is Sri Lanka's hill station famed for its tea production. With a multitude of gorgeous attractions ranging from waterfalls and tea plantations to gardens and lakes, Nuwara Eliya is the epitome of scenic beauty. Add to that the colonial-style buildings dotting the area, a golf course and the cold climate— and you'll feel like you have entered a world unlike Sri Lanka's iconic landscape; no wonder it is also called Little England! The town's colonial legacy is evident in its well-preserved architecture, with charming buildings, manicured gardens, and a golf course that transports visitors back in time. Nuwara Eliya's Victorian-style homes, quaint churches, and the iconic red post office evoke a sense of nostalgia, contributing to its unique and tranquil ambiance. The cool climate of Nuwara Eliya makes it an ideal location for cultivating tea, and the surrounding hills are dotted with expansive tea estates. Visitors can explore the tea-making process through guided tours of tea factories, where they can witness the journey from plucking the leaves to savoring a freshly brewed cup. In addition to its colonial charm and tea-related activities, Nuwara Eliya offers natural attractions such as Gregory Lake, a man-made reservoir that provides opportunities for boating and picnics. Hakgala Botanical Gardens, nestled beneath the shadow of Hakgala Rock, showcases a diverse collection of flora, including orchids, roses, and ferns, making it a delightful spot for nature enthusiasts. The town is also a gateway to Sri Lanka's highest peak, Pidurutalagala, and Horton Plains National Park, a UNESCO World Heritage Site known for its scenic beauty and unique ecosystems. With its blend of colonial heritage, scenic beauty, and proximity to nature reserves, Nuwara Eliya offers a distinctive experience for travelers seeking a tranquil retreat in the heart of Sri Lanka's hill country. Read More",4.4/5,Ideal duration:2 days,Best Time:December - March
19. Tangalle,"Tangalle or also known as Tangalla, is one of the less explored places in the beautiful country of Sri Lanka. At a distance of around 250 km south of the gorgeous capital city Colombo, lies the unexplored beach havens of Tangalle. The beautiful beaches of the town are glimmering with the crysta...",,https://www.holidify.com/places/tangalle/,"Tangalle or also known as Tangalla, is one of the less explored places in the beautiful country of Sri Lanka. At a distance of around 250 km south of the gorgeous capital city Colombo, lies the unexplored beach havens of Tangalle. The beautiful beaches of the town are glimmering with the crystal ocean, and glittery sand is a paradise for every beach lover out there. Tangalle today comprises more than one beach and is also a favourite spot for fishing; swimming and the waters are also suitable for diving. Located in the south of Sri Lanka, Tangalle is a must visit, especially when you are at the South Coast. The island is dotted with a rich heritage of temples, coves and beaches along with some simple guesthouses to enjoy a simple and yet a quiet stay at the beach. However, there are also some luxury resorts which are budding quickly in the place for you to experience an utterly lavish stay, making it a beautiful mix of polished and rough. The island boasts of a variety of memorable experiences of visiting monasteries like the Buddha temple, rock temples, turtle watching and bird sanctuary along with the pristine beaches to soak in the beauty of Sri Lanka. Read More",3.8/5,Ideal duration:1-2 days,Best Time:December - March
20. Unawatuna,"When in Sri Lanka be sure to pay a visit to Unawatuna which is in the southern part of Sri Lanka, 6 km from Galle. Known for its beautiful beaches, hip cafes, trendy restaurants and plenty of sightseeing make Unawatuna an attraction for tourists as well as the locals who are looking for a weekend ge...",images/20. Unawatuna/0.jpg,https://www.holidify.com/places/unawatuna/,"When in Sri Lanka be sure to pay a visit to Unawatuna which is in the southern part of Sri Lanka, 6 km from Galle. Known for its beautiful beaches, hip cafes, trendy restaurants and plenty of sightseeing make Unawatuna an attraction for tourists as well as the locals who are looking for a weekend getaway. There are many different places which you may choose to stay at while at Unawatuna and there is something available for every budget. However, the main attraction of the place is the famous banana-shaped, golden beach. You can relax, unwind or have a relaxing time at the beach or take a dip in the cold water. The vibe of the place is quite similar to being in Thailand or Cambodia, and if you are fond of a happening nightlife, Unawatuna is the place to be. During the day you can have a chill time at the beach or indulge in some guilty pleasure by going on a shopping spree or pampering yourself in the delicious food of Sri Lanka. Make sure to visit the turquoise waters of the hidden Jungle Beach for a beautiful sunset. Unfortunately, the place has been rebuilt quickly after being affected by the devastating Tsunami in the year 2004, which might be a negative for some of the visitors. However, barring the negative side, there is still a lot to do and explore and make some beautiful memories at Unawatuna. Read More",4.4/5,Ideal duration:2 - 3 Days,Best Time:December - March
21. Bundala National Park,"Bundala National Park is situated off the Sri Lankan coast, around 12 km away from the port town of Hambantota. Harbouring 197 colourful species of birds each year, the park is an internationally eminent, UNESCO-listed wintering ground for migratory water birds in Sri Lanka. Bundala is undoubtedly t...",images/21. Bundala National Park/0.jpg,https://www.holidify.com/places/bundala-national-park/,"Bundala National Park is situated off the Sri Lankan coast, around 12 km away from the port town of Hambantota. Harbouring 197 colourful species of birds each year, the park is an internationally eminent, UNESCO-listed wintering ground for migratory water birds in Sri Lanka. Bundala is undoubtedly the island nation’s best bird-watching region, home to the rare bird species of painted stork, purple heron and black-headed ibis. Over 50 migratory species, including the greater flamingo, arrive in large flocks during winter, making it a prime attraction for bird watchers, photographers and ornithologists. In 1969, Bundala National Park was acclaimed as a wildlife sanctuary and biosphere reserve. Ever since, it has been one of Sri Lanka’s most exciting places for jeep safaris, hiking and adventure tourism. Spanning 6,216 hectares, the park’s landscape is a spectacular tapestry of five brackish lagoons with salt pans in three verdant scrubs, marshes and sand dunes. The three most picturesque lagoons with a greater concentration of birds are the Bundala, Ambilikala and Malala lagoons. Ornithologists and nature aficionados can enjoy sighting waterfowls, grey herons, Indian cormorants, and painted storks. In the abundance of Hydrilla in Koholankala lagoon, the thriving species are the Eurasian spoonbill, openbill, small waders and coot. Bundala National Park’s beaches are breeding grounds for five endangered sea turtle species. Other animals like Sri Lankan elephants, langurs, grey-naped hares, civets, porcupines, monitor lizards, ruddy mongoose, golden jackals, macaque monkeys and crocodiles are also inhabitants of the park. Read More",3.7/5,Ideal duration:1-2 days,Best Time:December - March
22. Arugam Bay,"The Sri Lankan coastal town of Arugam Bay lies on the Indian Ocean, 320 kilometres from the capital city Colombo. With several surfing spots scattered across the area, for both beginners as well as skilled surfers, Arugam Bay is often called a surfer’s paradise. The famous surfing points here are Ma...",,https://www.holidify.com/places/arugam-bay/,"The Sri Lankan coastal town of Arugam Bay lies on the Indian Ocean, 320 kilometres from the capital city Colombo. With several surfing spots scattered across the area, for both beginners as well as skilled surfers, Arugam Bay is often called a surfer’s paradise. The famous surfing points here are Main Point and Whiskey Point, with surfboard rentals in their proximity.  If you’re a non-surfer, you can choose to chill on the beautiful beaches. At night, the beaches play host to many beach parties, offering a chance to soak in the lively atmosphere. Arugam Bay is much more than its beaches and surfing. An evening stroll on the streets of Arugam Bay might lead you to the food stalls, where you can savour the local cuisine. The lagoon safaris, where one can spot elephants and crocodiles, are another highlight of this seaside settlement. Other sights at and near Arugam Bay that are worth exploring include Kudumbigala Monastery, Kumana National Park and Elephant Rock. On the whole, if you’re looking for an incredibly vibrant destination in Sri Lanka, Arugam Bay is the place to visit. Read More",4.1/5,Ideal duration:1-3 days,Best Time:December - March
23. Polonnaruwa,"Polonnaruwa, located in the North Central Province of Sri Lanka, is a UNESCO World Heritage Site and one of the island's most significant historical and cultural destinations. The ancient city of Polonnaruwa is renowned for its well-preserved ruins, royal palaces, temples, monasteries, and othe...","images/23. Polonnaruwa/0.jpg, images/23. Polonnaruwa/1.jpg, images/23. Polonnaruwa/2.jpg, images/23. Polonnaruwa/3.jpg, images/23. Polonnaruwa/4.jpg",https://www.holidify.com/places/polonnaruwa/,"Polonnaruwa, located in the North Central Province of Sri Lanka, is a UNESCO World Heritage Site and one of the island's most significant historical and cultural destinations. The ancient city of Polonnaruwa is renowned for its well-preserved ruins, royal palaces, temples, monasteries, and other religious and secular structures. It is Sri Lanka's second oldest kingdom, thus boasting a rich heritage that continues to be visited by thousands of tourists. It is located 2 hours away from Sigiriya, around 4 hours from Kandy and is part of the cultural triangle of Sigiriya, Polonnaruwa and Anuradhapura. The town has two sections - Polonnaruwa, New Town, and the Old Site with ancient remains and monarchical structures. It has numerous ruins dating back to 800 years comprising of tombs, temples, statues and stupas. One of the most iconic landmarks in Polonnaruwa is the Royal Palace complex, which once served as the residence of the ruling monarchs. Although now in ruins, the palace complex offers insight into the grandeur and sophistication of ancient Sri Lankan architecture. Another highlight is the Gal Vihara, a group of four colossal statues of the Buddha carved into a single granite rock face. Polonnaruwa is also home to numerous ancient temples and monasteries, including the Lankathilaka Temple, with its towering brick walls and intricately carved entrance, and the Rankoth Vehera, a stupa adorned with elaborate carvings and surrounded by a tranquil courtyard. Exploring the ruins of Polonnaruwa is like stepping back in time, with each structure telling a story of the city's illustrious past and the achievements of its rulers. In addition to its archaeological significance, Polonnaruwa is surrounded by natural beauty, with lush greenery, serene lakes, and abundant wildlife adding to the charm of the area. Read More",4.2/5,Ideal duration:1 Day,Best Time:December - March
24. Batticaloa,"Batticaloa also is known as 'Batti' for short, is a small town located on the East coast of Sri Lanka which has a very mellow and calm vibe to it. The calming city is surrounded by beautiful lagoons and palm trees. This town is in the east of Sri Lanka is also easy to reach due to its connectivity t...","images/24. Batticaloa/0.jpg, images/24. Batticaloa/1.jpg, images/24. Batticaloa/2.jpg, images/24. Batticaloa/3.jpg, images/24. Batticaloa/4.jpg",https://www.holidify.com/places/batticaloa/,"Batticaloa also is known as 'Batti' for short, is a small town located on the East coast of Sri Lanka which has a very mellow and calm vibe to it. The calming city is surrounded by beautiful lagoons and palm trees. This town is in the east of Sri Lanka is also easy to reach due to its connectivity to roads, railway, and the bridge connected to the causeway, which makes the city easily accessible. The town is rich in culture and traditions and will enable you to experience the authentic Tamil culture and lifestyle. Batticaloa is a small city and the best way to explore it is on foot, which helps you soak in the culture of the place of the great churches and breathtaking forts. However, you may also explore the city on a bike or hire a private car/van, or use public transport like rickshaws or the Sri Lankan transport bus. Read More",3.9/5,Ideal duration:2 - 3 Days,Best Time:December - March
25. Negombo,"Negombo is a quiet town on the west coast of Sri Lanka located 10 km from Bandaranaike International Airport. Deriving its name from the Negombo lagoon, the modest village is known for its white sandy beaches and turquoise-blue waters. Popular for being a beach resort town, it is also one of th...","images/25. Negombo/0.jpg, images/25. Negombo/1.jpg, images/25. Negombo/2.jpg, images/25. Negombo/3.jpg, images/25. Negombo/4.jpg",https://www.holidify.com/places/negombo/,"Negombo is a quiet town on the west coast of Sri Lanka located 10 km from Bandaranaike International Airport. Deriving its name from the Negombo lagoon, the modest village is known for its white sandy beaches and turquoise-blue waters. Popular for being a beach resort town, it is also one of the important commercial hubs in the country. Having a rich history in the trade of spices and seafood, the town today has become one of the most visited places in the country. Even today, one can see the reflections of the city's Dutch and Portuguese history in its food, architecture and people. However, Negombo's most distinct attraction is its thriving Fishing Village, where you can enjoy seafood, shop at the fish market, stroll the beach and go on guided deep-sea fishing tours. Make a stop at the city's most prominent shrine, Angurukaramulla Temple, displaying a giant Buddha, and St. Mary's Church, studded with old paintings. All three can be explored via scenic boat rides on the Hamilton Dutch Canal, which runs through the heart of the town. You can also unwind at the Negombo Lagoon and Muthurajawela Marsh, where posh resorts offer scenic eateries. Near the waterfront, the remains of the 17th-century Dutch Fort now house town prisons. The city's most popular beach with turquoise blue waters is Negombo Beach, presenting opportunities for kitesurfing, sailing, windsurfing, catamaran dining and more. Browns Beach is coveted for midnight swimming sprees. Further inland, you can shop for handicrafts and trinkets at Beach Road Market and sample local curries at Negombo Shopping Plaza. Read More",4.3/5,Ideal duration:2 - 3 Days,Best Time:December - March
26. Matara,"In the Southern Province of Sri Lanka, lies the beach city of Matara. Located 160 km from Colombo, Matara has a stronghold in the teardrop island – in terms of scenic shores, Buddhist temples, a frolicking local life and authentic food.",,https://www.holidify.com/places/matara/,"In the Southern Province of Sri Lanka, lies the beach city of Matara. Located 160 km from Colombo, Matara has a stronghold in the teardrop island – in terms of scenic shores, Buddhist temples, a frolicking local life and authentic food. The name Matara translates to ""Great ferry"" which refers to the large seaport that facilitated immense volumes of trade. The Matara beach and the nearby Polhena beach is a humble abode for the local fisherman and traders. The Buddha temple Sunrise and sunset here are gorgeous sights that reflect simplicity and warmth. You can fly kites, play fun games and gobble some of the freshly cooked fish alongside the shore, and the beach is ever bubbling with life. The roads are immaculately designed to celebrate Dutch architecture. The old houses, churches and architecture stand as an ode to the past and ring antique vibes. The Matara Fort and Star fort dating back to 1560, Dutch reformed church of 1706, St. Mary's church of 1762, Old Nupe market of 1769 and Buddhist structures – Parey Dewa and Matariya Bodhiya, a sacred fig tree - are all sites of historical importance, architectural prowess and nature's elegance! An ideal tourist destination, Matara promises cosy stays, beach shacks, trips to the lighthouse (Dondra head), homebound pleasures like popsicles, tender coconuts and street music. Read More",3.5/5,Ideal duration:1-3 days,Best Time:December - March
27. Minneriya National Park,"The Minneriya National Park is in the Northern province of Sri Lanka, four hours away from Colombo, and 30 minutes away from Sigiriya. The national park is famous for its herds of elephants migrating for food, water and shelter, and forming a 'gathering' that can be witnessed by the visitors. The dr...",,https://www.holidify.com/places/minneriya-national-park/,"The Minneriya National Park is in the Northern province of Sri Lanka, four hours away from Colombo, and 30 minutes away from Sigiriya. The national park is famous for its herds of elephants migrating for food, water and shelter, and forming a 'gathering' that can be witnessed by the visitors. The dry season is the best time to visit this place, as the majestic elephants migrate to the Minneriya Tank for water. Apart from elephants, the national park is also home to several mammals, birds, reptiles, and different kinds of plant species. Minneriya National Park comes under the dry zone, meaning, it receives less rainfall compared to the other areas in the country. The main attraction of this national park is the annual 'Gathering' of herds of elephants. During the dry season, these humongous creatures migrate from warmer to colder lands in search of water. This period is when visitors can book a safari and witness this grand event. Many species of birds and animals that are local to Sri Lanka are seen here. Remember to time your visit correctly, according to your desired attraction. You can book your stay at Sigiriya itself, so travelling to Minneriya gets easier. There are jeeps and guides available at the National Park, to help you roam around. Remember to wear comfortable clothes, and keep the National Park clean. The Minneriya National Park was first declared as a wildlife sanctuary in 1938. It was then designated as a National Park to conserve the flora and fauna that surrounded the Minneriya Tank. The Minneriya Tank is one of the most important historical elements of the national park. It was built by King Mahasena and derives water from the Amban River, and the Elahera Canal. Usually, during the dry season, animals migrate to Minneriya for water and food. Due to the various plant and animal species thriving in the national park, it has multiple habitats, ranging from wetlands to forests, to scrublands. Read More",4.1/5,Ideal duration:1-2 days,Best Time:December - March
28. Midigama,"Midigama is known to be the perfect Sri Lankan surfing turf. It is located at a distance of 140 kms from Colombo in the south coast region. Midigama is a small beach, so small in fact that you can cover both ends in just 10 minutes! The beach is a stretch of land. While one side consists of small sh...",,https://www.holidify.com/places/midigama/,"Midigama is known to be the perfect Sri Lankan surfing turf. It is located at a distance of 140 kms from Colombo in the south coast region. Midigama is a small beach, so small in fact that you can cover both ends in just 10 minutes! The beach is a stretch of land. While one side consists of small shacks and shops selling swimming, snorkelling, surfing and diving gear, and on the other side is the vast ocean, just a few feet away.  Clear tropical water, coconut palm lined beaches makes you want to stay here forever. It is known to be paradise for surfing, and rightly so! Read More",3.2/5,Ideal duration:1-2 days,Best Time:December - March
29. Ahangama,Ahangama is a very calm and peaceful beach town with majestic palm trees all around. There is no sound apart from the waves hitting the shore and swaying of the trees making it ideal for a relaxing vacation.,,https://www.holidify.com/places/ahangama/,"Ahangama is a very calm and peaceful beach town with majestic palm trees all around. There is no sound apart from the waves hitting the shore and swaying of the trees making it ideal for a relaxing vacation. A small town in Southern Province, Ahangama is a secret treasure in Sri Lanka. Known for its pristine beaches, sparkling waters and picturesque landscapes, this town is indeed one of the most beautiful ones in the country. Although it is not fully developed, it is easily accessible via Galle, a major city that lies only 20 minutes from Ahangama. This town, being at the epitome of serenity, is one of the ideal getaways in the country. Ahangama overlooks the aesthetic Weligama Bay, which is a happening place in the town. The famous tuk-tuk takes passengers from the main city to the Bay. Weligama is the central surfing spot, surfing being one of the main attractions of Ahangama. Apart from surfing, Wellingama offers beachside shops, restaurants, shacks and bars. The landscapes of Ahangama, along with its fame for surfing, make it what it is today. A pious hideout, Ahangama is heaven on earth. Read More",3.5/5,Ideal duration:1-2 days,Best Time:December - March
